,DRUG+INEFFECTIVE,NAUSEA,DEATH,FATIGUE,HEADACHE,DIARRHOEA,DYSPNOEA,PAIN,OFF+LABEL+USE,DIZZINESS,MALAISE,VOMITING,RASH,ASTHENIA,ARTHRALGIA,PYREXIA,FALL,PRURITUS,PNEUMONIA,PAIN+IN+EXTREMITY,ANXIETY,INSOMNIA,INJECTION+SITE+PAIN,DRUG+DOSE+OMISSION,WEIGHT+DECREASED,FEELING+ABNORMAL,DEPRESSION,COUGH,BACK+PAIN,ABDOMINAL+PAIN,MYOCARDIAL+INFARCTION,CONDITION+AGGRAVATED,WEIGHT+INCREASED,DECREASED+APPETITE,BLOOD+GLUCOSE+INCREASED,HYPERTENSION,CHEST+PAIN,SOMNOLENCE,DRUG+HYPERSENSITIVITY,ERYTHEMA,HYPOTENSION,ANAEMIA,ABDOMINAL+PAIN+UPPER,ALOPECIA,GAIT+DISTURBANCE,CEREBROVASCULAR+ACCIDENT,CONSTIPATION,MUSCLE+SPASMS,MYALGIA,TREMOR,HYPERSENSITIVITY,NASOPHARYNGITIS,PRODUCT+QUALITY+ISSUE,CONFUSIONAL+STATE,PARAESTHESIA,OVERDOSE,DRUG+INTERACTION,URTICARIA,URINARY+TRACT+INFECTION,HYPOAESTHESIA,PRODUCT+USE+ISSUE,INCORRECT+DOSE+ADMINISTERED,TOXICITY+TO+VARIOUS+AGENTS,BLOOD+PRESSURE+INCREASED,ABDOMINAL+DISCOMFORT,OEDEMA+PERIPHERAL,RENAL+FAILURE,DEHYDRATION,WRONG+TECHNIQUE+IN+PRODUCT+USAGE+PROCESS,HYPERHIDROSIS,LOSS+OF+CONSCIOUSNESS,VISION+BLURRED,INJECTION+SITE+ERYTHEMA,MEMORY+IMPAIRMENT,PRODUCT+USE+IN+UNAPPROVED+INDICATION,INFECTION,NO+ADVERSE+EVENT,ACUTE+KIDNEY+INJURY,PALPITATIONS,PERIPHERAL+SWELLING,MUSCULAR+WEAKNESS,FLUSHING,PSORIASIS,CHILLS,INAPPROPRIATE+SCHEDULE+OF+DRUG+ADMINISTRATION,SEPSIS,HOSPITALISATION,PULMONARY+EMBOLISM,CARDIAC+FAILURE+CONGESTIVE,HAEMOGLOBIN+DECREASED,NEUTROPENIA,THROMBOCYTOPENIA,GASTROINTESTINAL+HAEMORRHAGE,SYNCOPE,VISUAL+IMPAIRMENT,DRY+SKIN,INFLUENZA,HAEMORRHAGE,ABDOMINAL+DISTENSION,PRODUCT+DOSE+OMISSION
DK,1814.0,638.0,387.0,863.0,457.0,417.0,917.0,1770.0,15490.0,748.0,503.0,469.0,385.0,214.0,370.0,516.0,255.0,295.0,357.0,4019.0,252.0,185.0,3375.0,3479.0,1424.0,605.0,212.0,193.0,3326.0,3413.0,361.0,145.0,1698.0,1139.0,1669.0,220.0,3406.0,142.0,2080.0,241.0,232.0,279.0,3447.0,119.0,669.0,222.0,169.0,526.0,320.0,214.0,257.0,48.0,1210.0,561.0,335.0,619.0,1829.0,113.0,1458.0,129.0,15490.0,2106.0,1910.0,1693.0,923.0,766.0,1113.0,159.0,6514.0,179.0,5182.0,127.0,329.0,725.0,15490.0,828.0,7798.0,790.0,199.0,756.0,243.0,31.0,36.0,51.0,13711.0,211.0,16.0,550.0,1266.0,1259.0,289.0,122.0,878.0,200.0,814.0,829.0,99.0,730.0,610.0,2402.0
GR,1764.0,196.0,825.0,362.0,243.0,511.0,544.0,1042.0,17587.0,333.0,108.0,314.0,538.0,288.0,164.0,770.0,209.0,270.0,345.0,3993.0,76.0,79.0,1524.0,3040.0,1349.0,494.0,94.0,199.0,1388.0,1475.0,373.0,332.0,1725.0,1202.0,1881.0,226.0,1421.0,113.0,1964.0,229.0,280.0,447.0,1537.0,92.0,230.0,468.0,90.0,197.0,270.0,100.0,251.0,18.0,1003.0,340.0,29.0,217.0,1768.0,62.0,1963.0,190.0,17587.0,1610.0,1532.0,1885.0,587.0,866.0,1260.0,75.0,6643.0,99.0,4962.0,101.0,383.0,329.0,17587.0,1308.0,6144.0,1025.0,65.0,498.0,183.0,34.0,92.0,82.0,15861.0,246.0,23.0,567.0,1296.0,1259.0,484.0,373.0,828.0,178.0,391.0,536.0,67.0,627.0,452.0,2100.0
AR,1733.0,184.0,2929.0,474.0,386.0,463.0,662.0,2954.0,25884.0,395.0,1155.0,505.0,322.0,427.0,625.0,821.0,1144.0,223.0,1186.0,9131.0,186.0,116.0,3548.0,2621.0,2234.0,1080.0,236.0,394.0,3439.0,3616.0,563.0,534.0,2005.0,2064.0,2383.0,506.0,3461.0,106.0,1966.0,177.0,255.0,646.0,3751.0,75.0,923.0,954.0,59.0,242.0,86.0,100.0,301.0,186.0,1361.0,191.0,82.0,83.0,1733.0,105.0,2219.0,132.0,25884.0,1107.0,822.0,2543.0,993.0,1088.0,1839.0,265.0,11940.0,52.0,2593.0,131.0,407.0,748.0,25884.0,1872.0,14559.0,1667.0,63.0,1050.0,132.0,12.0,204.0,50.0,24148.0,199.0,56.0,935.0,1938.0,2121.0,276.0,156.0,1250.0,243.0,918.0,781.0,359.0,928.0,632.0,1855.0
KR,1711.0,653.0,1125.0,189.0,321.0,563.0,571.0,1212.0,19999.0,424.0,30.0,518.0,446.0,522.0,113.0,728.0,156.0,252.0,1043.0,4699.0,62.0,164.0,2959.0,4294.0,1555.0,477.0,135.0,244.0,2855.0,2968.0,573.0,274.0,1616.0,1293.0,1668.0,188.0,2941.0,120.0,1796.0,143.0,176.0,381.0,3112.0,99.0,112.0,394.0,244.0,103.0,154.0,93.0,89.0,129.0,1940.0,279.0,87.0,180.0,1716.0,127.0,1661.0,105.0,19999.0,2969.0,1829.0,1698.0,750.0,892.0,1204.0,49.0,7148.0,64.0,7064.0,74.0,319.0,215.0,19999.0,773.0,8343.0,1342.0,88.0,436.0,117.0,15.0,23.0,79.0,18031.0,322.0,52.0,616.0,1174.0,1379.0,1357.0,273.0,1017.0,113.0,334.0,760.0,72.0,809.0,549.0,3639.0
TW,1507.0,261.0,3377.0,266.0,124.0,405.0,498.0,910.0,17333.0,290.0,93.0,336.0,320.0,246.0,222.0,748.0,339.0,154.0,846.0,3993.0,50.0,125.0,1612.0,2634.0,1259.0,425.0,75.0,323.0,1554.0,1724.0,323.0,199.0,1385.0,1174.0,1556.0,223.0,1658.0,116.0,1619.0,152.0,187.0,360.0,1874.0,62.0,123.0,375.0,99.0,116.0,80.0,65.0,115.0,121.0,1204.0,289.0,12.0,127.0,1511.0,27.0,1687.0,97.0,17333.0,1339.0,1198.0,1558.0,767.0,643.0,1374.0,23.0,6132.0,20.0,4485.0,60.0,232.0,172.0,17333.0,991.0,6812.0,1344.0,56.0,529.0,150.0,10.0,51.0,79.0,15295.0,406.0,43.0,528.0,1297.0,1215.0,301.0,230.0,941.0,85.0,200.0,669.0,100.0,788.0,550.0,1787.0
AT,1492.0,589.0,885.0,509.0,294.0,642.0,471.0,1001.0,15552.0,285.0,106.0,346.0,375.0,200.0,208.0,470.0,263.0,213.0,597.0,3086.0,103.0,111.0,1693.0,2527.0,1152.0,456.0,234.0,142.0,1583.0,1659.0,376.0,168.0,1709.0,988.0,1807.0,248.0,1645.0,131.0,1658.0,192.0,145.0,367.0,1695.0,117.0,210.0,573.0,106.0,251.0,157.0,120.0,192.0,67.0,981.0,217.0,113.0,239.0,1494.0,74.0,1462.0,63.0,15552.0,1307.0,1293.0,1690.0,534.0,780.0,1265.0,72.0,6612.0,101.0,3434.0,65.0,327.0,308.0,15552.0,976.0,7691.0,895.0,78.0,560.0,92.0,49.0,41.0,140.0,13954.0,345.0,43.0,658.0,1217.0,1048.0,468.0,348.0,914.0,170.0,361.0,535.0,124.0,732.0,407.0,1801.0
IL,1400.0,481.0,750.0,426.0,376.0,643.0,702.0,1716.0,15667.0,383.0,239.0,480.0,404.0,905.0,272.0,801.0,526.0,302.0,595.0,3540.0,82.0,101.0,2406.0,2636.0,1604.0,666.0,125.0,260.0,2283.0,2371.0,330.0,310.0,1635.0,1460.0,1748.0,310.0,2333.0,79.0,1518.0,264.0,118.0,336.0,2448.0,85.0,302.0,572.0,167.0,139.0,132.0,94.0,171.0,87.0,1276.0,305.0,115.0,121.0,1406.0,41.0,1542.0,86.0,15667.0,1544.0,1061.0,1739.0,950.0,767.0,1162.0,88.0,5772.0,74.0,3316.0,99.0,506.0,291.0,15667.0,1118.0,6143.0,872.0,60.0,626.0,153.0,33.0,137.0,148.0,14152.0,288.0,48.0,557.0,1153.0,1540.0,363.0,247.0,1070.0,181.0,352.0,628.0,142.0,871.0,769.0,2052.0
IE,1383.0,503.0,1372.0,534.0,347.0,435.0,471.0,1492.0,15358.0,296.0,630.0,442.0,447.0,254.0,226.0,367.0,352.0,196.0,355.0,3050.0,173.0,142.0,2615.0,2740.0,1432.0,797.0,124.0,370.0,2483.0,2591.0,196.0,168.0,1542.0,1279.0,1827.0,202.0,2594.0,108.0,1491.0,178.0,245.0,182.0,2687.0,62.0,219.0,339.0,168.0,187.0,110.0,106.0,130.0,116.0,1711.0,368.0,204.0,193.0,1391.0,78.0,2368.0,124.0,15358.0,1791.0,897.0,1805.0,735.0,471.0,765.0,122.0,6482.0,109.0,3856.0,112.0,364.0,286.0,15358.0,1879.0,7381.0,822.0,114.0,564.0,116.0,140.0,64.0,104.0,14176.0,284.0,318.0,449.0,777.0,1388.0,203.0,125.0,666.0,120.0,335.0,685.0,209.0,519.0,483.0,2327.0
RU,1345.0,427.0,611.0,156.0,338.0,289.0,633.0,1019.0,14156.0,306.0,143.0,321.0,326.0,450.0,118.0,334.0,117.0,281.0,469.0,2666.0,58.0,82.0,1493.0,2277.0,1066.0,422.0,73.0,198.0,1424.0,1482.0,1508.0,198.0,1683.0,914.0,1883.0,234.0,1458.0,65.0,1468.0,182.0,127.0,332.0,1572.0,63.0,72.0,352.0,37.0,80.0,71.0,78.0,153.0,54.0,1548.0,245.0,34.0,86.0,1343.0,192.0,1229.0,80.0,14156.0,1201.0,869.0,1882.0,454.0,666.0,871.0,18.0,4694.0,70.0,2931.0,12.0,257.0,147.0,14156.0,640.0,6759.0,741.0,54.0,297.0,49.0,8.0,20.0,122.0,11867.0,256.0,21.0,564.0,873.0,971.0,306.0,258.0,779.0,82.0,211.0,453.0,66.0,680.0,343.0,2183.0
FI,1293.0,389.0,351.0,533.0,252.0,319.0,425.0,925.0,9226.0,346.0,243.0,216.0,247.0,211.0,192.0,467.0,236.0,156.0,355.0,2088.0,202.0,206.0,1589.0,2064.0,1204.0,659.0,105.0,137.0,1474.0,1551.0,304.0,145.0,1489.0,1036.0,1638.0,115.0,1510.0,111.0,1448.0,262.0,138.0,194.0,1614.0,81.0,222.0,209.0,103.0,232.0,131.0,146.0,163.0,60.0,1032.0,358.0,108.0,190.0,1297.0,116.0,1022.0,123.0,9226.0,1058.0,1081.0,1706.0,543.0,460.0,525.0,46.0,4154.0,93.0,2577.0,82.0,423.0,298.0,9226.0,753.0,4732.0,424.0,131.0,435.0,135.0,29.0,41.0,43.0,8132.0,179.0,31.0,307.0,569.0,1078.0,302.0,105.0,600.0,91.0,346.0,413.0,99.0,454.0,394.0,1582.0
CZ,1292.0,432.0,381.0,411.0,197.0,539.0,418.0,694.0,11021.0,96.0,60.0,386.0,301.0,230.0,152.0,261.0,178.0,117.0,419.0,2793.0,65.0,95.0,1204.0,2103.0,938.0,292.0,138.0,100.0,1136.0,1198.0,149.0,234.0,1188.0,727.0,1128.0,288.0,1184.0,105.0,1479.0,194.0,216.0,416.0,1233.0,81.0,109.0,361.0,75.0,121.0,77.0,117.0,222.0,15.0,923.0,292.0,109.0,210.0,1294.0,58.0,1164.0,35.0,11021.0,1093.0,1372.0,1131.0,437.0,676.0,1183.0,139.0,4951.0,93.0,3927.0,37.0,265.0,171.0,11021.0,841.0,5506.0,805.0,71.0,545.0,76.0,33.0,47.0,73.0,10124.0,317.0,5.0,466.0,1105.0,803.0,554.0,308.0,804.0,73.0,204.0,483.0,40.0,483.0,342.0,1520.0
PR,1222.0,273.0,212.0,389.0,484.0,330.0,152.0,2318.0,10013.0,346.0,326.0,221.0,402.0,238.0,365.0,274.0,156.0,439.0,104.0,5971.0,110.0,94.0,3252.0,1922.0,871.0,328.0,141.0,224.0,2983.0,3060.0,91.0,49.0,783.0,770.0,901.0,201.0,2993.0,85.0,1451.0,301.0,59.0,72.0,3080.0,86.0,120.0,222.0,94.0,122.0,55.0,54.0,254.0,936.0,676.0,75.0,41.0,17.0,1220.0,135.0,891.0,81.0,10013.0,890.0,124.0,944.0,648.0,477.0,164.0,53.0,7173.0,43.0,2195.0,57.0,1324.0,81.0,10013.0,733.0,5232.0,191.0,46.0,481.0,28.0,18.0,222.0,56.0,9599.0,37.0,55.0,155.0,187.0,816.0,23.0,16.0,531.0,31.0,91.0,336.0,135.0,390.0,428.0,1040.0
ZA,1158.0,280.0,2491.0,261.0,264.0,262.0,284.0,961.0,14087.0,218.0,365.0,252.0,214.0,152.0,159.0,175.0,268.0,136.0,414.0,3010.0,96.0,99.0,1497.0,1677.0,932.0,732.0,148.0,139.0,1455.0,1511.0,311.0,129.0,1184.0,802.0,1360.0,170.0,1480.0,68.0,1259.0,101.0,195.0,198.0,1585.0,29.0,147.0,418.0,58.0,144.0,58.0,63.0,119.0,35.0,566.0,162.0,62.0,142.0,1164.0,34.0,2295.0,78.0,14087.0,715.0,655.0,1373.0,447.0,454.0,1184.0,71.0,5424.0,63.0,2304.0,56.0,230.0,233.0,14087.0,662.0,5604.0,1103.0,58.0,425.0,67.0,18.0,18.0,39.0,11346.0,282.0,268.0,425.0,1295.0,984.0,77.0,29.0,552.0,69.0,277.0,308.0,169.0,417.0,293.0,975.0
NO,1146.0,386.0,341.0,403.0,341.0,325.0,441.0,928.0,10303.0,346.0,210.0,229.0,322.0,153.0,165.0,384.0,109.0,138.0,303.0,2190.0,200.0,127.0,1556.0,1970.0,871.0,381.0,246.0,100.0,1490.0,1543.0,308.0,124.0,1093.0,693.0,1114.0,156.0,1525.0,120.0,1283.0,129.0,165.0,176.0,1572.0,51.0,213.0,220.0,88.0,271.0,189.0,125.0,102.0,27.0,786.0,296.0,127.0,245.0,1147.0,73.0,1002.0,106.0,10303.0,1127.0,1248.0,1110.0,527.0,454.0,808.0,92.0,4612.0,104.0,2889.0,73.0,214.0,295.0,10303.0,603.0,4435.0,609.0,117.0,330.0,105.0,27.0,53.0,109.0,9223.0,214.0,13.0,397.0,877.0,758.0,375.0,157.0,681.0,106.0,341.0,344.0,66.0,598.0,371.0,1361.0
RO,916.0,345.0,735.0,347.0,330.0,270.0,354.0,942.0,9763.0,360.0,243.0,408.0,251.0,350.0,118.0,318.0,100.0,236.0,222.0,2452.0,112.0,161.0,1345.0,1511.0,968.0,383.0,121.0,176.0,1258.0,1323.0,410.0,226.0,1068.0,872.0,1000.0,310.0,1273.0,100.0,1003.0,146.0,132.0,478.0,1438.0,41.0,118.0,367.0,66.0,81.0,78.0,94.0,133.0,124.0,688.0,200.0,86.0,131.0,908.0,72.0,979.0,76.0,9763.0,830.0,696.0,986.0,503.0,621.0,843.0,45.0,3506.0,100.0,2245.0,38.0,244.0,124.0,9763.0,554.0,4838.0,781.0,76.0,422.0,41.0,13.0,40.0,111.0,8108.0,203.0,11.0,340.0,886.0,901.0,185.0,238.0,547.0,140.0,164.0,387.0,51.0,420.0,449.0,1095.0
HU,763.0,346.0,607.0,289.0,174.0,490.0,525.0,722.0,8753.0,215.0,221.0,314.0,224.0,391.0,136.0,400.0,144.0,130.0,350.0,2024.0,48.0,55.0,1105.0,1534.0,896.0,505.0,80.0,220.0,1039.0,1124.0,268.0,207.0,1324.0,801.0,1386.0,308.0,1092.0,101.0,855.0,135.0,135.0,500.0,1187.0,77.0,131.0,393.0,64.0,152.0,62.0,46.0,108.0,51.0,639.0,251.0,41.0,104.0,766.0,51.0,689.0,126.0,8753.0,929.0,801.0,1376.0,445.0,580.0,1066.0,106.0,3401.0,75.0,2104.0,44.0,205.0,301.0,8753.0,483.0,4387.0,453.0,51.0,415.0,80.0,36.0,30.0,84.0,7383.0,200.0,12.0,470.0,924.0,849.0,331.0,233.0,579.0,51.0,336.0,478.0,36.0,441.0,346.0,1233.0
NZ,721.0,176.0,520.0,182.0,142.0,121.0,227.0,470.0,6405.0,115.0,240.0,135.0,154.0,46.0,89.0,132.0,116.0,76.0,138.0,1123.0,131.0,67.0,989.0,1312.0,597.0,355.0,95.0,75.0,915.0,944.0,160.0,64.0,675.0,490.0,796.0,70.0,940.0,78.0,773.0,48.0,109.0,79.0,960.0,22.0,100.0,179.0,64.0,79.0,49.0,50.0,72.0,16.0,710.0,188.0,61.0,146.0,740.0,47.0,437.0,40.0,6405.0,772.0,485.0,708.0,222.0,160.0,451.0,37.0,2691.0,48.0,1623.0,31.0,166.0,165.0,6405.0,304.0,2382.0,397.0,34.0,147.0,29.0,38.0,29.0,43.0,5732.0,111.0,131.0,150.0,480.0,546.0,101.0,40.0,453.0,63.0,174.0,230.0,55.0,358.0,155.0,881.0
HR,684.0,242.0,197.0,216.0,175.0,196.0,290.0,477.0,6255.0,132.0,93.0,198.0,206.0,209.0,79.0,210.0,42.0,177.0,112.0,1085.0,53.0,86.0,806.0,1141.0,464.0,231.0,87.0,89.0,764.0,797.0,165.0,70.0,719.0,399.0,787.0,110.0,832.0,492.0,803.0,249.0,186.0,190.0,817.0,32.0,94.0,125.0,63.0,124.0,67.0,58.0,122.0,10.0,448.0,243.0,66.0,938.0,685.0,86.0,431.0,38.0,6255.0,572.0,450.0,782.0,336.0,394.0,412.0,25.0,2552.0,68.0,1604.0,37.0,292.0,92.0,6255.0,241.0,3975.0,459.0,73.0,334.0,59.0,5.0,17.0,63.0,5294.0,116.0,8.0,126.0,410.0,404.0,322.0,126.0,318.0,65.0,109.0,255.0,29.0,259.0,210.0,706.0
TH,560.0,85.0,936.0,155.0,36.0,122.0,123.0,170.0,5597.0,38.0,18.0,94.0,125.0,44.0,18.0,128.0,52.0,39.0,172.0,1171.0,4.0,24.0,323.0,954.0,288.0,99.0,21.0,35.0,308.0,343.0,103.0,25.0,371.0,273.0,410.0,69.0,333.0,38.0,589.0,41.0,58.0,88.0,377.0,7.0,36.0,154.0,14.0,43.0,18.0,20.0,46.0,9.0,372.0,48.0,8.0,62.0,562.0,20.0,782.0,35.0,5597.0,468.0,534.0,408.0,114.0,209.0,526.0,11.0,1820.0,8.0,1388.0,19.0,63.0,101.0,5597.0,362.0,1804.0,536.0,19.0,106.0,15.0,7.0,4.0,18.0,3961.0,362.0,5.0,177.0,526.0,278.0,162.0,60.0,313.0,33.0,120.0,138.0,17.0,240.0,78.0,626.0
CL,536.0,215.0,621.0,189.0,239.0,209.0,133.0,735.0,6152.0,164.0,151.0,248.0,94.0,95.0,136.0,188.0,148.0,85.0,205.0,1437.0,55.0,65.0,1052.0,973.0,561.0,325.0,85.0,106.0,1010.0,1049.0,121.0,49.0,508.0,504.0,521.0,119.0,1020.0,51.0,599.0,104.0,98.0,133.0,1083.0,37.0,98.0,120.0,37.0,79.0,47.0,28.0,88.0,155.0,543.0,117.0,72.0,62.0,536.0,20.0,524.0,91.0,6152.0,585.0,368.0,528.0,361.0,221.0,344.0,54.0,2158.0,35.0,1182.0,35.0,179.0,138.0,6152.0,416.0,2952.0,826.0,22.0,242.0,69.0,7.0,21.0,40.0,5034.0,83.0,33.0,213.0,345.0,513.0,69.0,26.0,285.0,69.0,188.0,262.0,69.0,215.0,269.0,731.0
IR,514.0,97.0,77.0,38.0,63.0,56.0,69.0,152.0,2911.0,46.0,11.0,140.0,28.0,58.0,12.0,69.0,5.0,29.0,38.0,921.0,27.0,22.0,322.0,754.0,149.0,70.0,49.0,23.0,302.0,320.0,42.0,36.0,195.0,125.0,200.0,36.0,308.0,71.0,535.0,31.0,61.0,73.0,324.0,6.0,19.0,22.0,26.0,31.0,19.0,20.0,37.0,3.0,292.0,63.0,5.0,325.0,514.0,20.0,226.0,14.0,2911.0,324.0,699.0,202.0,109.0,87.0,183.0,14.0,1514.0,24.0,1322.0,18.0,52.0,29.0,2911.0,112.0,382.0,167.0,20.0,47.0,16.0,15.0,2.0,14.0,2632.0,61.0,1.0,107.0,208.0,127.0,42.0,71.0,177.0,5.0,48.0,160.0,2.0,160.0,99.0,492.0
SG,458.0,75.0,744.0,37.0,55.0,98.0,226.0,211.0,6400.0,123.0,35.0,80.0,458.0,28.0,17.0,108.0,55.0,145.0,115.0,907.0,13.0,13.0,558.0,849.0,168.0,88.0,16.0,44.0,539.0,593.0,113.0,47.0,228.0,142.0,262.0,36.0,578.0,42.0,483.0,54.0,88.0,53.0,618.0,14.0,10.0,92.0,20.0,25.0,22.0,11.0,48.0,1.0,518.0,73.0,7.0,137.0,454.0,80.0,382.0,24.0,6400.0,508.0,362.0,261.0,193.0,511.0,259.0,14.0,2855.0,10.0,1534.0,21.0,81.0,56.0,6400.0,222.0,3090.0,269.0,48.0,482.0,17.0,54.0,6.0,24.0,4654.0,92.0,2.0,89.0,234.0,159.0,59.0,45.0,156.0,30.0,61.0,210.0,15.0,118.0,125.0,600.0
SK,403.0,83.0,159.0,109.0,49.0,122.0,154.0,209.0,3859.0,34.0,15.0,89.0,123.0,101.0,59.0,81.0,33.0,42.0,130.0,713.0,26.0,21.0,376.0,642.0,285.0,113.0,37.0,56.0,359.0,378.0,157.0,96.0,427.0,220.0,416.0,109.0,369.0,51.0,432.0,49.0,76.0,185.0,424.0,14.0,39.0,267.0,23.0,59.0,56.0,13.0,31.0,9.0,287.0,170.0,20.0,72.0,404.0,23.0,404.0,9.0,3859.0,316.0,304.0,412.0,128.0,207.0,507.0,35.0,1544.0,17.0,1099.0,7.0,73.0,52.0,3859.0,265.0,1964.0,320.0,34.0,117.0,20.0,,25.0,28.0,3449.0,79.0,3.0,154.0,489.0,231.0,125.0,131.0,273.0,22.0,61.0,180.0,15.0,212.0,94.0,415.0
TN,392.0,16.0,80.0,35.0,20.0,55.0,42.0,141.0,1989.0,21.0,6.0,55.0,79.0,17.0,26.0,69.0,9.0,38.0,24.0,637.0,4.0,7.0,228.0,574.0,84.0,30.0,7.0,12.0,221.0,232.0,114.0,21.0,132.0,77.0,132.0,22.0,225.0,10.0,434.0,44.0,63.0,31.0,242.0,7.0,25.0,21.0,5.0,9.0,12.0,13.0,53.0,,124.0,24.0,17.0,28.0,393.0,21.0,181.0,2.0,1989.0,255.0,242.0,133.0,80.0,94.0,215.0,7.0,857.0,4.0,605.0,3.0,53.0,24.0,1989.0,85.0,660.0,213.0,6.0,52.0,3.0,3.0,15.0,8.0,1848.0,25.0,3.0,54.0,262.0,80.0,35.0,17.0,88.0,9.0,30.0,84.0,25.0,41.0,64.0,276.0
SA,384.0,44.0,187.0,50.0,38.0,54.0,71.0,153.0,2869.0,30.0,10.0,78.0,57.0,22.0,21.0,71.0,11.0,24.0,64.0,985.0,11.0,9.0,290.0,661.0,191.0,43.0,22.0,29.0,277.0,287.0,40.0,25.0,236.0,152.0,231.0,45.0,285.0,13.0,403.0,19.0,65.0,36.0,293.0,9.0,11.0,38.0,5.0,24.0,7.0,10.0,28.0,2.0,335.0,66.0,3.0,65.0,385.0,8.0,311.0,10.0,2869.0,384.0,340.0,229.0,70.0,73.0,329.0,12.0,1332.0,10.0,961.0,10.0,36.0,35.0,2869.0,173.0,654.0,304.0,18.0,58.0,14.0,7.0,4.0,11.0,2488.0,69.0,2.0,102.0,316.0,169.0,127.0,52.0,136.0,,41.0,131.0,6.0,101.0,58.0,503.0
PH,363.0,41.0,1018.0,25.0,64.0,54.0,223.0,235.0,5432.0,67.0,43.0,101.0,81.0,133.0,21.0,108.0,31.0,43.0,348.0,491.0,8.0,25.0,356.0,582.0,287.0,128.0,11.0,67.0,346.0,372.0,298.0,17.0,466.0,271.0,562.0,71.0,367.0,15.0,420.0,23.0,60.0,76.0,408.0,4.0,23.0,271.0,13.0,20.0,17.0,12.0,63.0,10.0,315.0,33.0,6.0,25.0,363.0,14.0,339.0,18.0,5432.0,272.0,166.0,554.0,137.0,164.0,680.0,32.0,1564.0,6.0,824.0,18.0,36.0,13.0,5432.0,168.0,1981.0,207.0,27.0,99.0,11.0,5.0,7.0,25.0,4237.0,88.0,17.0,149.0,1055.0,279.0,26.0,41.0,269.0,11.0,19.0,84.0,17.0,227.0,109.0,414.0
EG,351.0,66.0,427.0,192.0,87.0,120.0,190.0,358.0,4533.0,99.0,9.0,191.0,112.0,41.0,18.0,144.0,23.0,82.0,80.0,1038.0,8.0,23.0,494.0,769.0,375.0,156.0,27.0,71.0,459.0,491.0,75.0,93.0,463.0,344.0,568.0,74.0,484.0,28.0,440.0,59.0,126.0,226.0,512.0,28.0,35.0,95.0,20.0,34.0,18.0,25.0,108.0,29.0,363.0,47.0,6.0,27.0,347.0,21.0,240.0,46.0,4533.0,515.0,367.0,577.0,201.0,222.0,604.0,34.0,1662.0,21.0,1232.0,32.0,129.0,102.0,4533.0,130.0,2041.0,147.0,21.0,159.0,8.0,42.0,4.0,41.0,3978.0,46.0,11.0,100.0,625.0,364.0,89.0,79.0,241.0,37.0,111.0,150.0,39.0,194.0,149.0,697.0
